0.145330763,0.831208425
0.14113696,0.806760977
0.135543622,0.773582641
0.127160817,0.726432963
0.118773211,0.677538067
0.109000473,0.625147935
0.102012401,0.584983928
0.096347046,0.52562733
0.083813648,0.469737161
0.078138691,0.406890128
0.062657388,0.279436441
0.058324351,0.204377687
0.098205091,0.201026486
0.146430226,0.230863222
0.197416022,0.264199997
0.234660931,0.302724412
0.269169185,0.346474877
0.325945166,0.484543903
0.335837932,0.580564471
0.336082791,0.669570561
0.280084596,0.814226763
0.242998125,0.833294524
0.170119092,0.84176615
0.14397924,0.839929711
0.511012634,0.256568571
0.553870086,0.335252192
0.578783245,0.391185572
0.632827372,0.536225865
0.685644806,0.735363099
0.703416257,0.695285512
0.749891374,0.588990487
0.792278313,0.496642797
0.814075527,0.419930047
0.830337017,0.330981571
0.832934438,0.275144214
0.830048948,0.226268523
0.791414106,0.182503655
0.708920774,0.196177326
0.662282418,0.243134958
0.627995016,0.279664496
0.571771168,0.342295477
0.501806432,0.410114099
0.486800443,0.455436941
0.54322594,0.466105092
0.717898921,0.459733968
0.840369016,0.477613445
0.894043455,0.488271995
